Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,11741,17,15,0,0,1
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,11733,6,9,0,0,1
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,11552,11,16,0,0,1
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,11498,16,12,0,1,0
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,11449,19,10,0,0,1
Smart,City-coupe,13.2053,6.0,35.8,679.0,11309,43,11,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,11297,34,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,11273,30,33,0,0,1
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,11128,11,15,0,0,1
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,11060,17,20,0,0,1
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,10821,46,12,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,10727,32,20,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,10263,46,18,0,0,1
Volkswagen,Touareg,94.098125,8.0,190.0,2967.0,9854,50,10,0,1,0
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,9807,30,9,0,1,0
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,9720,34,7,0,1,0
Peugeot,309,14.350125,4.875,59.5,1642.875,9654,36,20,0,0,1
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,9600,10,17,0,0,1
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,9495,16,17,0,0,1
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,9463,41,19,0,0,1
Mazda,Demio,14.7754,4.8,51.4,1428.4,9134,29,15,0,0,1
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,9088,6,9,0,0,1
Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,8945,17,8,0,1,0
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,8827,29,14,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,8735,24,20,0,1,0
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,8704,50,20,0,0,1
Hyundai,Trajet,30.352,4.4,99.0,2117.6,8693,19,13,0,0,1
Lotus,Elise,53.792,6.0,134.3333333,1730.0,8650,26,16,0,0,1
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,8293,21,19,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,8139,17,19,0,0,1
Toyota,Picnic,25.29875,4.5,94.0,1998.0,8129,48,17,0,0,1
Rover,CityRover,11.74,5.0,63.0,1405.0,8110,39,10,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,8073,4,20,0,0,1
Porsche,Cayenne,158.976,8.0,326.0,3295.0,7896,37,11,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,7878,36,18,0,1,0
Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,7799,18,9,0,0,1
Smart,Forfour,24.674,0.0,60.0,160.0,7706,43,9,1,0,0
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,7678,34,19,0,0,1
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,7669,8,11,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,7556,48,20,0,0,1
Skoda,Superb,39.725,6.8,110.0,1592.0,7482,42,11,0,0,1
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,7477,36,11,0,1,0
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,7466,21,15,0,0,1
Audi,A8,116.545,8.0,230.0,2981.0,7224,3,15,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,7178,18,19,0,0,1
Honda,S2000,55.25,6.0,177.0,1997.0,7122,18,14,0,0,1
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,7108,29,9,0,0,1
Daewoo,Leganza,23.245,4.5,98.0,1998.0,7082,10,15,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,6942,17,20,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,6754,16,18,0,0,1
Mazda,MX-3,22.127,5.0,83.0,1721.5,6706,29,20,0,0,1
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,6680,6,9,0,0,1
Rover,Streetwise,20.74,5.0,75.0,1695.0,6549,39,11,0,0,1
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,6501,43,9,1,0,0
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,6425,51,18,0,0,1
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,6336,51,11,0,1,0
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,5951,19,20,0,0,1
Peugeot,1007,18.657,5.0,59.58333333,1407.333333,5948,36,8,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,5939,42,18,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,5910,51,16,0,0,1
Nissan,350Z,55.4225,6.0,221.0,3498.0,5909,34,10,0,0,1
Volkswagen,Eos,42.2862,6.0,113.8,1740.0,5900,50,8,0,0,1
Suzuki,SX4,20.6695,4.75,88.0,1586.0,5885,46,8,0,0,1
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,5776,43,10,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,5745,24,40,0,1,0
Audi,100,37.32636,4.76,101.12,2349.08,5636,3,20,0,0,1
Bentley,Continental,285.247,7.2,428.2,5577.8,5619,5,10,0,0,1
Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,5615,50,8,0,0,1
Audi,S3,60.87,6.75,228.0,1984.0,5586,3,14,0,0,1
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,5490,51,20,0,0,1
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,5471,36,12,0,0,1
Hyundai,Elantra,19.055,4.6,89.2,1827.8,5183,19,13,0,0,1
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,5143,50,19,0,0,1
Audi,Q7,106.5488889,8.0,210.0,2976.333333,5055,3,8,0,1,0
Toyota,Supra,81.295,8.0,250.0,2998.0,4993,48,20,0,0,1
Porsche,944,59.4905,5.0,137.5,2734.5,4950,37,20,0,0,1
Kia,Cerato,19.895,4.8,94.0,1742.6,4944,21,9,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,4916,3,26,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,4883,29,20,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,4753,17,17,0,0,1
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,4699,16,16,0,1,0
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,4697,50,20,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,4670,29,19,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,4611,34,20,0,1,0
Ford,Capri,11.7129,4.0,69.0,1864.8,4468,17,20,0,0,1
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,4454,1,20,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,4414,3,20,0,0,1
Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,4242,34,9,0,1,0
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,4159,21,17,0,0,1
Chrysler,300C,70.31925,4.5,199.0,4123.5,4143,7,8,0,0,1
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,4026,10,15,0,0,1
Honda,Stream,27.935,5.0,103.5,1833.0,4025,18,12,0,0,1
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,3890,32,10,0,0,1
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,3811,3,12,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,3793,18,20,0,0,1
Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,3778,1,9,0,0,1
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,3752,19,10,0,1,0
Subaru,Justy,11.745,5.0,51.0,998.0,3719,45,20,0,0,1
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,3701,7,10,0,0,1
Dodge,Caliber,26.59125,4.125,108.625,1911.75,3700,14,8,0,0,1
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,3700,21,7,0,0,1
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,3630,1,15,0,0,1
Kia,Magentis,28.803,4.8,111.2,2126.8,3493,21,11,0,0,1
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,3472,48,12,0,1,0
BMW,M550i,134.789,8.0,390.0,4395.0,3454,4,20,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,3346,30,24,0,1,0
Porsche,Cayman,84.60125,6.5,220.5,3071.0,3337,37,8,0,0,1
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,3318,16,9,0,1,0
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,3127,34,18,0,0,1
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,3115,50,20,0,0,1
Skoda,Roomster,20.9225,5.375,68.875,1272.4375,3030,42,7,0,0,1
Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,2942,6,8,0,0,1
Audi,RS4,121.77,6.666666667,316.3333333,3740.0,2923,3,8,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,2910,38,16,0,0,1
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,2787,38,17,0,0,1
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,2716,51,9,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,2713,1,15,0,0,1
Honda,Legend,69.397,5.0,173.0,3358.666667,2713,18,20,0,0,1
Aston-Martin,DB9,273.755,6.0,381.0,5935.0,2685,2,9,0,0,1
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,2579,29,17,0,0,1
Ssangyong,Rexton,54.2675,5.666666667,114.0,1998.0,2549,44,9,0,1,0
Subaru,Outback,53.62733333,0.0,122.6666667,2331.333333,2548,45,9,0,0,1
Aston-Martin,Vantage,360.755,6.0,410.0,5341.0,2504,2,8,0,0,1
Mitsubishi,Grandis,30.839,4.6,121.0,2378.0,2504,32,8,0,0,1
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,2434,2,14,0,0,1
Citroen,XM,36.35965,4.55,110.5,2345.1,2374,8,16,0,0,1
Mazda,Tribute,38.025,4.5,129.5,2614.0,2320,29,11,0,0,1
Honda,Logo,13.382,2.5,48.0,1343.0,2200,18,14,0,0,1
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,2197,1,11,0,0,1
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,2182,30,11,0,0,1
Honda,Integra,17.5296,4.6,78.4,1549.8,2166,18,20,0,0,1
Ford,C-MAX,32.1815,6.0,99.0,1448.6,2130,17,7,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,2099,44,15,0,1,0
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,1944,32,9,0,1,0
Toyota,Paseo,15.764,5.0,66.0,1497.0,1906,48,16,0,0,1
Nissan,Prairie,21.407,4.5,72.0,1974.0,1875,34,15,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,1640,32,49,0,0,1
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,1624,16,14,0,0,1
Suzuki,SJ,8.4656,4.6,41.4,1182.4,1578,46,15,0,0,1
Daihatsu,Copen,23.8115,5.0,64.0,1298.0,1577,11,8,0,0,1
Nissan,Murano,87.487,0.0,188.0,3498.0,1541,34,8,0,0,1
Daihatsu,Move,12.924,4.0,43.0,989.0,1537,11,13,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1536,37,20,0,0,1
Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276.0,1534,1,7,0,1,0
BMW,850i,111.993,5.0,220.0,4988.0,1490,4,14,0,0,1
Mazda,MPV,35.29583333,5.0,102.0,2129.0,1460,29,9,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1460,30,24,0,1,0
Mercedes,R,88.77777778,7.0,190.0,3377.444444,1434,30,7,0,0,1
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,1416,18,12,0,0,1
Porsche,928,110.0985,5.0,235.0,4957.0,1393,37,17,0,0,1
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,1371,36,7,0,0,1
Suzuki,Samurai,12.25,5.0,43.0,1325.0,1321,46,15,0,0,1
Fiat,Sedici,21.91166667,4.666666667,88.0,1586.0,1273,16,7,0,0,1
Audi,A5,59.43242424,7.0,150.4545455,1981.818182,1258,3,7,0,0,1
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,1253,35,11,0,0,1
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,1234,1,13,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1179,26,15,0,0,1
TVR,Tuscan,107.7,5.0,274.0,3800.5,1177,47,7,0,0,1
Fiat,Barchetta,28.295,5.0,96.0,1747.0,1176,16,9,0,0,1
Audi,90,28.379,4.6,91.6,2181.2,1156,3,14,0,0,1
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,1138,19,7,0,0,1
Renault,Vel,51.6415625,5.375,126.5,2376.75,1132,38,5,0,0,1
Ferrari,360,200.19825,6.0,294.0,3586.0,1087,15,5,0,0,1
Lexus,RX,88.46428571,0.0,230.0,3456.0,1087,25,8,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,1078,16,15,0,1,0
Ford,Mustang,74.609,3.2,239.2,3640.2,1067,17,7,0,0,1
Triumph,TR7,13.137,5.0,93.5,1998.0,1058,49,14,0,0,1
Ferrari,F430,260.287,6.0,360.0,4308.0,1018,15,5,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1152301,17,20,0,0,1
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,818607,17,16,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,726402,17,20,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,704232,50,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,688508,38,20,0,0,1
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,549566,36,16,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,543601,34,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,534382,4,20,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,523169,17,20,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,506720,38,18,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,491156,50,20,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,394754,17,18,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,385970,18,20,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,317812,36,20,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,286335,39,31,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,273354,36,20,0,0,1
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,263277,8,16,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,244843,48,20,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,230908,50,20,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,225807,38,20,0,1,0
Mercedes,CLA,46.5274,7.04,131.6,1596.92,221051,30,33,0,0,1
Toyota,Yaris,20.7206,3.52,74.4,1397.8,220803,48,15,0,0,1
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,212009,36,13,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,205256,8,18,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,204307,3,19,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,202071,36,18,0,0,1
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,198175,34,19,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,168268,34,20,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,164341,24,20,0,1,0
BMW,535i,93.71425,8.0,225.0,2979.0,163754,4,20,0,0,1
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,147696,24,16,0,1,0
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,142122,48,16,0,0,1
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,137073,18,20,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,124393,30,20,0,0,1
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,120393,31,9,0,0,1
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,114095,42,14,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,103865,3,17,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,103399,48,20,0,0,1
Honda,Jazz,26.3525,0.0,80.0,1498.0,100411,18,12,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,98785,41,20,0,0,1
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,95284,17,19,0,1,0
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,93722,8,12,0,0,1
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,93372,30,16,0,0,1
Rover,75,39.35238095,5.0,98.04761905,1928.714286,90029,39,15,0,0,1
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,82180,46,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,82095,29,20,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,81478,48,20,0,0,1
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,78133,42,16,0,0,1
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,77713,29,20,0,0,1
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,75790,40,16,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,72397,36,20,0,0,1
Hyundai,Accent,14.293,4.6,75.4,1479.0,71865,19,19,0,0,1
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,71662,51,17,0,1,0
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,70517,24,40,0,1,0
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,68776,8,20,0,0,1
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,68206,51,18,0,0,1
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,67911,3,19,0,1,0
Rover,45,23.322,3.75,84.2,1853.9,66346,39,14,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,65927,8,20,0,0,1
Jaguar,XE,65.56875,8.0,167.25,1998.0,64948,20,13,0,0,1
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,61574,36,20,0,0,1
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,60530,51,18,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,59063,42,19,0,0,1
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,58339,50,20,0,0,1
Mini,One,24.09525,6.25,68.75,1498.25,58065,31,10,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,56087,16,18,0,0,1
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,55541,38,11,0,1,0
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,54238,48,20,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,53203,8,20,0,0,1
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,51493,41,14,0,0,1
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,51294,30,16,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,50665,20,20,0,0,1
Ford,Puma,30.3775,6.3125,94.0625,935.625,49803,17,17,0,0,1
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,48479,27,13,0,0,1
Subaru,Impreza,30.5976,1.8,97.6,1757.6,47811,45,20,0,0,1
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,46893,20,15,0,0,1
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,46406,50,15,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,46396,38,20,0,0,1
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,46236,3,15,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,46083,46,20,0,0,1
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,45499,17,12,0,0,1
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,43620,29,12,0,0,1
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,43538,19,12,0,0,1
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,41635,8,13,0,1,0
Fiat,Seicento,8.17,5.0,40.0,1108.0,40430,16,16,0,0,1
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,39479,40,16,0,0,1
Ford,Sierra,18.2955625,4.875,70.25,1836.5,38896,17,20,0,0,1
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,37908,16,12,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,37885,1,16,0,0,1
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,37840,8,15,0,1,0
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,37835,40,20,0,0,1
Citroen,C2,15.14,5.0,64.0,1382.75,37622,8,11,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,37469,10,17,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,37269,29,20,0,0,1
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,36516,30,15,0,1,0
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,36463,51,20,0,0,1
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,36204,34,12,0,1,0
BMW,X5,113.2693333,8.0,246.3333333,2994.666667,35733,4,13,0,1,0
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,35548,32,18,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,35441,48,20,0,0,1
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,35202,30,17,0,0,1
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,34911,50,18,0,1,0
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,34314,51,20,0,0,1
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,33378,46,16,0,0,1
Volvo,940,30.236875,4.5,110.0,2316.0,32117,51,20,0,0,1
BMW,118i,37.4265,6.2,104.2,1796.6,31391,4,10,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,30614,46,20,0,0,1
Audi,80,27.09825,4.666666667,91.75,2247.333333,30585,3,20,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,30412,16,18,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,30285,32,20,0,0,1
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,29350,30,20,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,29245,7,16,0,1,0
Fiat,Cinquecento,7.712,5.0,29.0,899.0,28165,16,20,0,0,1
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,27979,48,20,0,0,1
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,27921,29,10,0,0,1
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,27824,37,20,0,0,1
Volvo,S60,52.085,8.0,223.8333333,1969.0,27651,51,13,0,0,1
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,27372,48,20,0,0,1
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,26975,50,15,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,26427,16,20,0,0,1
Kia,Picanto,16.59192308,5.0,52.84615385,998.0,26018,21,10,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,25678,39,20,0,0,1
Kia,Rio,22.95871429,6.285714286,80.0,998.0,25424,21,13,0,0,1
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,25215,46,15,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,24545,4,20,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,23977,37,16,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,23942,34,20,0,1,0
Renault,19,16.29053333,4.8,57.86666667,1645.133333,23903,38,19,0,0,1
MG,TF,32.09,4.0,98.2,1754.4,23793,27,12,0,0,1
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,22739,1,13,0,0,1
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,22439,50,11,0,1,0
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,21690,46,13,0,0,1
Citroen,C4,29.26025,5.95,90.625,1462.3625,21452,8,9,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,21390,41,17,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,21217,40,20,0,0,1
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,21194,36,10,0,1,0
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,21125,45,20,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,21099,30,19,0,1,0
Fiat,Marea,20.1241875,4.875,79.875,1836.875,20381,16,17,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,20120,4,17,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,19814,30,20,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,19036,19,20,0,0,1
MG,ZS,30.99,0.0,105.0,335.0,18948,27,13,1,0,0
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,18481,51,15,0,1,0
Jaguar,XK,145.6466667,6.0,283.0,5000.0,18185,20,18,0,0,1
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,18131,7,14,0,0,1
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,18002,19,13,0,1,0
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,17199,17,20,0,0,1
Audi,A2,23.0525,5.0,55.0,1406.0,17094,3,13,0,0,1
MG,ZT,42.74666667,5.0,128.5,2548.833333,17014,27,12,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,17008,4,19,0,0,1
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,16964,41,16,0,0,1
Subaru,Forester,51.646,0.0,110.0,1995.0,16798,45,16,0,0,1
Volvo,XC90,85.82946154,8.0,213.1538462,1969.0,16673,51,11,0,0,1
Kia,Sportage,43.97,6.6,115.3,1634.2,16321,21,18,0,1,0
